week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
27th week,Gujarat,Navsari,Acute Diarrhoeal Disease,-0.083803191,-0.152088036,3,7,2018,20.952407,72.9323831,-0.119054157,0,-0.664253084
30th week,Gujarat,Navsari,Cholera,-0.081247472,-0.152088036,24,7,2019,20.952407,72.9323831,-0.452987262,-0.56693975,-0.036120402
22nd week,Gujarat,Navsari,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,6,6,2021,20.952407,72.9323831,-0.624903966,-0.56693975,0.136426889
28th week,Gujarat,Navsari,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,17,7,2021,20.952407,72.9323831,0.400207245,-0.56693975,0
29th week,Gujarat,Navsari,Acute Diarrhoeal Disease,-0.073580313,-0.152088036,25,7,2021,20.952407,72.9323831,-0.054136172,-1.439293252,0
40th week,Gujarat,Navsari,Cholera,-0.021188065,-0.152088036,4,10,2021,20.952407,72.9323831,2.899986954,-0.130762999,-0.932912243
42nd week,Gujarat,Navsari,Acute Diarrhoeal Disease,-0.106804666,-0.152088036,21,10,2021,20.952407,72.9323831,-0.740613824,-0.27615525,0.182288143
45th week,Gujarat,Navsari,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,22,11,2021,20.952407,72.9323831,-0.689552331,-0.56693975,-0.412243224
17th week,Gujarat,Navsari,Acute Diarrhoeal Disease,-0.086358911,-0.152088036,2,1,2022,20.952407,72.9323831,-0.73275886,-0.857724251,-0.842854666
10th week,Gujarat,Navsari,Acute Diarrhoeal Disease,-0.040355961,-0.152088036,8,3,2022,20.952407,72.9323831,-0.740545798,-1.003116501,0.514567819
12th week,Gujarat,Navsari,Acute Diarrhoeal Disease,-0.08891463,-0.152088036,27,3,2022,20.952407,72.9323831,-0.740625042,-1.003116501,0.771370649
19th week,Gujarat,Navsari,Acute Diarrhoeal Disease,-0.053134558,-0.152088036,15,5,2022,20.952407,72.9323831,-0.740625843,-1.148508752,0.460079201
19th week,Gujarat,Panchmahal,Cholera,-0.105526807,-0.152088036,12,5,2010,22.7748893,73.620404,-0.740717989,-1.148508752,3.053838322
32nd week,Gujarat,Panchmahal,Acute Encephalitis Syndrome,-0.105526807,1.873620783,23,7,2010,22.7748893,73.620404,0.029770996,-0.712332001,0.464115385
28th week,Gujarat,Panchmahal,Acute Diarrhoeal Disease,-0.108082526,0.1855301,17,7,2011,22.7748893,73.620404,0.12141519,-1.293901002,0
29th week,Gujarat,Panchmahal,Acute Diarrhoeal Disease,-0.108082526,0.1855301,17,7,2011,22.7748893,73.620404,0.12141519,-1.293901002,0
18th week,Gujarat,Panchmahal,Chikungunya,-0.079969612,-0.152088036,2,5,2012,22.7748893,73.620404,-0.74070613,-1.003116501,2.460517813
37th week,Gujarat,Panchmahal,Chikungunya,-0.097859648,-0.152088036,11,9,2012,22.7748893,73.620404,4.812548182,0.160021502,-1.096378097
39th week,Gujarat,Panchmahal,Chikungunya,-0.064635295,-0.152088036,25,9,2012,22.7748893,73.620404,-0.39166144,1.613944005,-0.372890334
17th week,Gujarat,Panchmahal,Malaria,-0.095303929,-0.152088036,20,4,2013,22.7748893,73.620404,-0.722729246,-1.003116501,2.083335489
37th week,Gujarat,Panchmahal,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,8,9,2013,22.7748893,73.620404,-0.51574606,1.904728506,-0.72827721
38th week,Gujarat,Panchmahal,Acute Diarrhoeal Disease,-0.101693227,0.1855301,15,9,2013,22.7748893,73.620404,-0.707606319,1.468551755,0.021849434
48th week,Gujarat,Panchmahal,Chikungunya,-0.100415368,-0.152088036,7,11,2013,22.7748893,73.620404,-0.740690265,-0.130762999,0.312253578
23rd week,Gujarat,Panchmahal,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,1,6,2014,22.7748893,73.620404,-0.740309239,0,2.228436651
42nd week,Gujarat,Panchmahal,Cholera,-0.111916105,0.1855301,9,10,2019,22.7748893,73.620404,-0.641221617,1.613944005,-0.296606268
49th week,Gujarat,Patan,Chikungunya,-0.096581788,-0.152088036,7,12,2011,23.77405735,71.68373466,-0.740681451,-1.003116501,0.791551629
36th week,Gujarat,Patan,Dengue,-0.050578838,0.1855301,4,9,2013,23.77405735,71.68373466,-0.667206876,-0.712332001,-0.134956701
9th week,Gujarat,Patan,Acute Gastroenteritis,-0.037800241,0.1855301,26,2,2017,23.77405735,71.68373466,-0.740658054,0,0.999920131
21st week,Gujarat,Patan,Acute Diarrhoeal Disease,0.074651414,-0.152088036,21,5,2017,23.77405735,71.68373466,-0.74031011,-1.148508752,2.071025088
3rd week,Gujarat,Patan,Acute Diarrhoeal Disease,-0.104248947,-0.152088036,11,1,2022,23.77405735,71.68373466,-0.636448995,-0.27615525,-0.823935006
5th week,Gujarat,Porbandar,Chikungunya,-0.056968137,-0.152088036,2,2,2017,21.6409,69.611,-0.740694913,0,0.342121423
30th week,Gujarat,Porbandar,Acute Diarrhoeal Disease,-0.079969612,-0.152088036,23,7,2018,21.6409,69.611,1.285829789,-1.439293252,0
40th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,0.165379455,-0.152088036,19,9,2010,22.3053263,70.8028377,-0.523710181,0.160021502,-0.366079256
41st week,Gujarat,Rajkot,Acute Diarrhoeal Disease,-0.059523856,-0.152088036,1,10,2010,22.3053263,70.8028377,-0.340874801,0.305413752,0.429303212
44th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,-0.046745259,-0.152088036,22,10,2010,22.3053263,70.8028377,-0.732945656,0.014629251,0.707800594
38th week,Gujarat,Rajkot,Cholera,-0.056968137,-0.152088036,15,9,2011,22.3053263,70.8028377,0.879970361,0.450806002,-1.391524779
46th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,15,11,2011,22.3053263,70.8028377,-0.740697797,-0.130762999,0.663402451
47th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,15,11,2011,22.3053263,70.8028377,-0.740697797,-0.130762999,0.663402451
50th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,0.181991631,-0.152088036,22,11,2011,22.3053263,70.8028377,-0.740619593,-0.130762999,0.642716967
50th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,-0.076136033,-0.152088036,2,12,2011,22.3053263,70.8028377,-0.739422734,0,0.106155435
11th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,-0.035244522,-0.152088036,10,3,2012,22.3053263,70.8028377,-0.740488801,-0.857724251,0.70729606
26th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,-0.086358911,-0.152088036,27,6,2013,22.3053263,70.8028377,-0.577893318,-1.003116501,0.834183917
2nd week,Gujarat,Rajkot,Acute Diarrhoeal Disease,-0.056968137,-0.152088036,7,1,2015,22.3053263,70.8028377,-0.7319282,-0.857724251,-0.207608192
25th week,Gujarat,Rajkot,Acute Gastroenteritis,0.000535551,-0.152088036,18,6,2016,22.3053263,70.8028377,-0.710384537,-1.293901002,0.805173783
9th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,-0.083803191,-0.152088036,28,2,2017,22.3053263,70.8028377,-0.740649721,-1.003116501,1.355105187
15th week,Gujarat,Rajkot,Acute Diarrhoeal Disease,-0.023743784,-0.152088036,6,4,2019,22.3053263,70.8028377,-0.740654849,0,2.578071951
40th week,Gujarat,Sabarkantha,Chikungunya,-0.099137508,-0.152088036,26,9,2010,24.0294885,73.0459884,-0.727726242,1.759336255,-0.341105306
6th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.072302454,-0.152088036,16,1,2011,24.0294885,73.0459884,-0.740634657,0,-0.873378372
17th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.081247472,-0.152088036,10,4,2011,24.0294885,73.0459884,-0.740540674,-0.857724251,1.403539515
17th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,27,4,2011,24.0294885,73.0459884,-0.740710297,-0.857724251,2.467076638
25th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,0.111709346,-0.152088036,15,6,2011,24.0294885,73.0459884,-0.720596284,-0.712332001,1.406465765
40th week,Gujarat,Sabarkantha,Chikungunya,-0.099137508,-0.152088036,26,9,2011,24.0294885,73.0459884,-0.632022304,1.323159504,-0.662991763
21st week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,17,5,2012,24.0294885,73.0459884,-0.736324828,-0.56693975,1.587690883
27th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.104248947,-0.152088036,3,7,2013,24.0294885,73.0459884,-0.466363026,0,0.366742196
41st week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.068468875,-0.152088036,3,10,2013,24.0294885,73.0459884,0.848127681,1.323159504,-0.804258561
33rd week,Gujarat,Sabarkantha,Cholera,-0.083803191,0.1855301,12,8,2014,24.0294885,73.0459884,1.914299535,0,-0.575709079
49th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,0.222883142,-0.152088036,18,10,2014,24.0294885,73.0459884,-0.740659336,0.596198253,0.197726585
24th week,Gujarat,Sabarkantha,Dengue,-0.085081051,-0.152088036,20,5,2015,24.0294885,73.0459884,-0.733412566,-0.712332001,2.302601715
23rd week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.032688802,-0.152088036,1,6,2015,24.0294885,73.0459884,-0.740493711,0,1.988787656
27th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.073580313,-0.152088036,29,6,2015,24.0294885,73.0459884,0.555794282,-0.712332001,-0.49019222
29th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,0.000535551,-0.152088036,29,6,2015,24.0294885,73.0459884,0.555794282,-0.712332001,-0.49019222
29th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,3,7,2015,24.0294885,73.0459884,-0.685558076,0,-0.486408288
22nd week,Gujarat,Sabarkantha,Acute Gastroenteritis,-0.078691752,-0.152088036,2,6,2016,24.0294885,73.0459884,-0.725045856,-0.857724251,0.98680251
38th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.069746734,-0.152088036,21,9,2017,24.0294885,73.0459884,-0.207129046,0,-0.222542099
21st week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.036522381,-0.152088036,24,5,2018,24.0294885,73.0459884,-0.740682092,0,1.501921742
22nd week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.09019249,-0.152088036,26,5,2018,24.0294885,73.0459884,-0.740671195,-0.712332001,1.897973293
25th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,-0.102971087,-0.152088036,12,6,2020,24.0294885,73.0459884,-0.38607666,-0.56693975,0.683078896
18th week,Gujarat,Sabarkantha,Dengue,-0.108082526,0.860766373,26,4,2022,24.0294885,73.0459884,-0.740041996,-0.56693975,2.111891551
23rd week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,4,6,2010,21.19177615,72.95441578,-0.644403607,-0.4215475,0.961475383
34th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.082525331,-0.152088036,15,8,2010,21.19177615,72.95441578,0.179695734,-0.130762999,-1.937924534
39th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,12,9,2010,21.19177615,72.95441578,1.19354577,-0.4215475,-0.957129406
2nd week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,4,1,2011,21.19177615,72.95441578,-0.740459259,-0.4215475,-0.700427472
6th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.09147035,-0.152088036,31,1,2011,21.19177615,72.95441578,-0.740665426,-0.712332001,-0.199132184
11th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.069746734,-0.152088036,5,3,2011,21.19177615,72.95441578,-0.740514416,0,0.564919329
11th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.072302454,-0.152088036,8,3,2011,21.19177615,72.95441578,-0.740620875,-0.56693975,0.734439474
23rd week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,4,6,2011,21.19177615,72.95441578,-0.68944336,-0.56693975,0.668447703
50th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.062079576,-0.152088036,8,12,2011,21.19177615,72.95441578,-0.740702925,-0.4215475,0.132642958
14th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.069746734,-0.152088036,31,3,2012,21.19177615,72.95441578,-0.740638823,-0.712332001,0.712341312
51st week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.079969612,-0.152088036,16,12,2012,21.19177615,72.95441578,-0.740648118,-0.4215475,-0.181675635
10th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.072302454,-0.152088036,7,3,2013,21.19177615,72.95441578,-0.740684817,-0.712332001,1.075094233
35th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.072302454,-0.152088036,26,8,2013,21.19177615,72.95441578,1.35387473,-0.712332001,-1.722997207
16th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.064635295,-0.152088036,10,4,2014,21.19177615,72.95441578,-0.740423018,-0.56693975,1.135132638
31st week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.079969612,-0.152088036,31,7,2014,21.19177615,72.95441578,1.702418602,-1.293901002,-0.44856897
45th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.065913155,-0.152088036,5,11,2014,21.19177615,72.95441578,-0.740680169,-0.130762999,0.282991192
25th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.014798766,-0.152088036,11,6,2015,21.19177615,72.95441578,-0.392103812,-0.4215475,0.968135103
30th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,16,7,2015,21.19177615,72.95441578,-0.43797979,-0.4215475,-0.469758988
32nd week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.035244522,-0.152088036,3,8,2015,21.19177615,72.95441578,0.168178205,-1.003116501,-0.863287897
13th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,30,3,2016,21.19177615,72.95441578,-0.739983408,-0.56693975,1.227965078
20th week,Gujarat,Surat,Acute Diarrhoeal Disease,0.147489419,-0.152088036,17,5,2016,21.19177615,72.95441578,-0.717126377,-0.56693975,1.205766022
28th week,Gujarat,Surat,Cholera,-0.086358911,-0.152088036,7,7,2016,21.19177615,72.95441578,0.653830548,-1.293901002,-3.233542789
28th week,Gujarat,Surat,Acute Gastroenteritis,-0.097859648,-0.152088036,8,7,2016,21.19177615,72.95441578,0.600630807,-1.293901002,-2.02419818
28th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,8,7,2016,21.19177615,72.95441578,0.600630807,-1.293901002,-2.02419818
30th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.073580313,-0.152088036,20,7,2016,21.19177615,72.95441578,-0.245402531,-1.293901002,-1.712402198
37th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.09019249,-0.152088036,13,9,2017,21.19177615,72.95441578,0.463321296,0,0.052928137
52nd week,Gujarat,Surat,Cholera,-0.030133083,-0.152088036,24,12,2017,21.19177615,72.95441578,-0.740678246,-0.27615525,-0.907938293
10th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.014798766,-0.152088036,3,3,2018,21.19177615,72.95441578,-0.737664212,-0.712332001,0.540298556
25th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,20,6,2018,21.19177615,72.95441578,-0.504138154,-0.56693975,-0.081527583
35th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.04418954,-0.152088036,2,9,2018,21.19177615,72.95441578,-0.312595687,-0.712332001,-2.381401343
34th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.058245997,-0.152088036,19,8,2019,21.19177615,72.95441578,-0.145546905,-0.56693975,-0.935939388
42nd week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.000742309,-0.152088036,17,10,2019,21.19177615,72.95441578,-0.719460206,0.305413752,0.182086323
22nd week,Gujarat,Surat,Acute Diarrhoeal Disease,0.024814885,1.873620783,30,5,2021,21.19177615,72.95441578,-0.676334036,-0.130762999,-0.259675093
38th week,Gujarat,Surat,Cholera,-0.077413893,-0.152088036,24,9,2021,21.19177615,72.95441578,-0.108246271,-0.27615525,-0.633224843
40th week,Gujarat,Surat,Cholera,-0.094026069,-0.152088036,8,10,2021,21.19177615,72.95441578,-0.465539759,0,-0.86813133
49th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.085081051,-0.152088036,11,12,2021,21.19177615,72.95441578,-0.718943985,0,-0.575709079
50th week,Gujarat,Surat,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,13,12,2021,21.19177615,72.95441578,-0.740409968,0.160021502,-0.571168361
25th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,0.061872817,0.523148237,16,6,2009,22.75,71.666667,-0.740579591,-1.148508752,1.19718912
25th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,-0.016076626,-0.152088036,22,6,2010,22.75,71.666667,-0.729427125,-1.293901002,1.244210769
49th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,-0.026299504,-0.152088036,29,11,2010,22.75,71.666667,-0.157304387,-0.857724251,-0.579745263
5th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,0.063150677,-0.152088036,17,1,2012,22.75,71.666667,-0.735596842,0,-0.537869761
12th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,0.00309127,-0.152088036,18,3,2012,22.75,71.666667,-0.74058241,-0.857724251,1.281444658
22nd week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,0.04909422,-0.152088036,30,5,2012,22.75,71.666667,-0.740683695,-1.148508752,1.62300756
29th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,-0.072302454,0.1855301,14,7,2012,22.75,71.666667,1.251666008,-1.293901002,0.052423603
43rd week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,-0.064635295,-0.152088036,26,10,2013,22.75,71.666667,-0.740561163,-0.4215475,0.770866114
24th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,0.017147727,-0.152088036,17,6,2017,22.75,71.666667,-0.727061552,0,0.895483612
4th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,-0.081247472,-0.152088036,26,1,2018,22.75,71.666667,-0.740676483,-0.712332001,-0.198324935
6th week,Gujarat,Tapi,Acute Diarrhoeal Disease,0.082318573,-0.152088036,28,1,2011,21.1060413,72.7008247,-0.740650362,-0.857724251,-0.151404181
42nd week,Gujarat,Tapi,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,19,10,2012,21.1060413,72.7008247,-0.740382741,-0.27615525,0.472894107
43rd week,Gujarat,Tapi,Dengue,0.110431487,-0.152088036,25,10,2012,21.1060413,72.7008247,-0.740671996,-0.4215475,0.356147187
43rd week,Gujarat,Tapi,Acute Diarrhoeal Disease,-0.017354486,-0.152088036,28,10,2012,21.1060413,72.7008247,-0.740683214,-0.4215475,0.443429901
22nd week,Gujarat,Tapi,Acute Diarrhoeal Disease,-0.072302454,-0.152088036,31,5,2013,21.1060413,72.7008247,-0.718556359,-1.003116501,0.556443321
31st week,Gujarat,Tapi,Dengue,-0.101693227,-0.152088036,27,7,2015,21.1060413,72.7008247,0.877529047,0,0
35th week,Gujarat,Tapi (Surat),Acute Diarrhoeal Disease,-0.100415368,-0.152088036,16,8,2010,21.1060413,72.7008247,-0.193037703,-0.4215475,-0.789122834
18th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,-0.086358911,-0.152088036,3,5,2010,22.2973142,73.1942567,-0.740602406,-0.857724251,2.408551806
32nd week,Gujarat,Vadodara,Acute Diarrhoeal Disease,-0.060801716,0.523148237,22,7,2010,22.2973142,73.1942567,0.048090422,-0.857724251,0.48379183
34th week,Gujarat,Vadodara,Dengue,-0.068468875,-0.152088036,13,8,2010,22.2973142,73.1942567,1.739910543,0,-2.534272189
19th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,9,5,2011,22.2973142,73.1942567,-0.74052142,0,1.529367871
34th week,Gujarat,Vadodara,Cholera,-0.083803191,-0.152088036,18,8,2011,22.2973142,73.1942567,0.754199433,-0.56693975,-0.857233606
41st week,Gujarat,Vadodara,Chikungunya,-0.081247472,-0.152088036,12,10,2011,22.2973142,73.1942567,-0.73804039,0.014629251,0.551902603
42nd week,Gujarat,Vadodara,Chikungunya,-0.081247472,-0.152088036,12,10,2011,22.2973142,73.1942567,-0.73804039,0.014629251,0.551902603
26th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,-0.049300979,-0.152088036,26,6,2014,22.2973142,73.1942567,-0.712209758,0,0.71082774
39th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,-0.071024594,-0.152088036,22,9,2014,22.2973142,73.1942567,-0.56954046,0,-0.407702506
40th week,Gujarat,Vadodara,Cholera,-0.068468875,-0.152088036,1,10,2014,22.2973142,73.1942567,-0.658239184,0.305413752,0.136679141
48th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,-0.067191015,-0.152088036,12,11,2014,22.2973142,73.1942567,-0.740646035,0.014629251,0.259177638
20th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,10,5,2015,22.2973142,73.1942567,-0.740651964,-0.712332001,1.870728983
29th week,Gujarat,Vadodara,Cholera,-0.053134558,-0.152088036,21,7,2016,22.2973142,73.1942567,-0.071856025,-0.857724251,-0.605980534
27th week,Gujarat,Vadodara,Cholera,-0.08891463,-0.152088036,28,6,2017,22.2973142,73.1942567,0.53504004,-1.003116501,0.620013376
6th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,0.146211559,-0.152088036,7,2,2018,22.2973142,73.1942567,-0.740255732,-0.4215475,0.069072903
22nd week,Gujarat,Vadodara,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,29,5,2018,22.2973142,73.1942567,-0.74059013,-0.857724251,1.876884169
27th week,Gujarat,Vadodara,Cholera,0.023537026,0.1855301,4,7,2018,22.2973142,73.1942567,-0.024738263,0,0
29th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,-0.079969612,0.1855301,4,7,2018,22.2973142,73.1942567,-0.024738263,0,0
28th week,Gujarat,Vadodara,Cholera,-0.094026069,-0.152088036,14,7,2018,22.2973142,73.1942567,0.392372094,-1.293901002,0
29th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,13,7,2019,22.2973142,73.1942567,-0.447525625,-0.27615525,0.053937176
33rd week,Gujarat,Vadodara,Cholera,-0.099137508,-0.152088036,13,8,2019,22.2973142,73.1942567,3.347699889,0,0
31st week,Gujarat,Vadodara,Cholera,-0.109360386,-0.152088036,31,7,2021,22.2973142,73.1942567,1.084174539,-1.439293252,0
18th week,Gujarat,Valsad,Malaria,-0.097859648,-0.152088036,3,5,2011,20.43219565,73.1409893,-0.733526599,-0.56693975,1.504948887
51st week,Gujarat,Valsad,Acute Diarrhoeal Disease,-0.09019249,-0.152088036,8,12,2013,20.43219565,73.1409893,-0.714117728,0.305413752,-0.165833584
34th week,Gujarat,Valsad,Acute Diarrhoeal Disease,-0.032688802,-0.152088036,18,8,2014,20.43219565,73.1409893,0.321050993,-0.130762999,-0.792149979
36th week,Gujarat,Valsad,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,1,9,2014,20.43219565,73.1409893,4.319327664,-0.56693975,0
37th week,Gujarat,Valsad,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,9,9,2014,20.43219565,73.1409893,1.441198315,-0.130762999,-1.004050161
6th week,Gujarat,Valsad,Acute Diarrhoeal Disease,-0.055690277,-0.152088036,9,2,2015,20.43219565,73.1409893,-0.740458717,0,0.432834892
